"X.1","X","EventDate","Region","EventName","RunTime","AgeCategory","Sex","AgeGrading","RunTimeSeconds","RunTimeHours","AverageSpeed","Time","Type","met_domain_name","version_num","src_id","WindDirection","WindSpeed","Temp","WetBulb","RH","RunTimeMinutes"
155050,155050,"15/10/2016","Greater London","bromley","00:36:51","VM75-79","M","0.5337",2211,0.6141667,8.141113,"09:00:00"," ICAO"," METAR",1,18911,180,7,12,11,87.9,36.85
155071,155071,"15/10/2016","Greater London","bromley","00:24:03","VM65-69","M","0.7041",1443,0.4008333,12.47401,"09:00:00"," ICAO"," METAR",1,18911,180,7,12,11,87.9,24.05
155096,155096,"15/10/2016","Greater London","bromley","00:22:14","VM65-69","M","0.7541",1334,0.3705556,13.49325,"09:00:00"," ICAO"," METAR",1,18911,180,7,12,11,87.9,22.23333
155151,155151,"22/10/2016","Greater London","bromley","00:20:25","VM65-69","M","0.8294",1225,0.3402778,14.69388,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,20.41667
155158,155158,"22/10/2016","Greater London","bromley","00:34:16","VM75-79","M","0.5739",2056,0.5711111,8.754864,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,34.26667
155216,155216,"22/10/2016","Greater London","bromley","00:23:53","VM70-74","M","0.7474",1433,0.3980556,12.56106,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,23.88333
155372,155372,"22/10/2016","Greater London","bromley","00:28:24","VM65-69","M","0.6015",1704,0.4733333,10.56338,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,28.4
155374,155374,"22/10/2016","Greater London","bromley","00:26:59","VM70-74","M","0.6615",1619,0.4497222,11.11797,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,26.98333
155375,155375,"22/10/2016","Greater London","bromley","00:28:34","VM75-79","M","0.675",1714,0.4761111,10.50175,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,28.56667
155376,155376,"22/10/2016","Greater London","bromley","00:23:07","VM65-69","M","0.7253",1387,0.3852778,12.97765,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,23.11667
155386,155386,"22/10/2016","Greater London","bromley","00:48:44","VM75-79","M","0.3889",2924,0.8122222,6.155951,"09:00:00"," ICAO"," METAR",1,18911,330,6,7,6.5,92.6,48.73333
155500,155500,"29/10/2016","Greater London","bromley","00:25:31","VM65-69","M","0.6832",1531,0.4252778,11.75702,"09:00:00"," ICAO"," METAR",1,18911,150,2,13,12.5,94.1,25.51667
155554,155554,"29/10/2016","Greater London","bromley","00:31:36","VM75-79","M","0.6102",1896,0.5266667,9.493671,"09:00:00"," ICAO"," METAR",1,18911,150,2,13,12.5,94.1,31.6
155748,155748,"12/11/2016","Greater London","bromley","00:31:07","VM65-69","M","0.5388",1867,0.5186111,9.641136,"09:00:00"," ICAO"," METAR",1,18911,170,16,8,7.5,92.9,31.11667
155797,155797,"12/11/2016","Greater London","bromley","00:28:27","VM65-69","M","0.6005",1707,0.4741667,10.54482,"09:00:00"," ICAO"," METAR",1,18911,170,16,8,7.5,92.9,28.45
155798,155798,"12/11/2016","Greater London","bromley","00:27:14","VM75-79","M","0.7081",1634,0.4538889,11.01591,"09:00:00"," ICAO"," METAR",1,18911,170,16,8,7.5,92.9,27.23333
155844,155844,"12/11/2016","Greater London","bromley","00:37:30","VM75-79","M","0.5244",2250,0.625,8,"09:00:00"," ICAO"," METAR",1,18911,170,16,8,7.5,92.9,37.5
155891,155891,"19/11/2016","Greater London","bromley","00:25:46","VM65-69","M","0.6507",1546,0.4294444,11.64295,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,25.76667
155903,155903,"19/11/2016","Greater London","bromley","00:35:02","VM65-69","M","0.4786",2102,0.5838889,8.563273,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,35.03333
156001,156001,"19/11/2016","Greater London","bromley","00:30:40","VM65-69","M","0.5467",1840,0.5111111,9.782609,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,30.66667
156016,156016,"19/11/2016","Greater London","bromley","00:33:45","VM70-74","M","0.5225",2025,0.5625,8.888889,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,33.75
156044,156044,"19/11/2016","Greater London","bromley","00:27:36","VM70-74","M","0.6467",1656,0.46,10.86957,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,27.6
156045,156045,"19/11/2016","Greater London","bromley","00:28:50","VM75-79","M","0.6688",1730,0.4805556,10.40462,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,28.83333
156047,156047,"19/11/2016","Greater London","bromley","00:24:12","VM65-69","M","0.6997",1452,0.4033333,12.39669,"09:00:00"," ICAO"," METAR",1,18911,240,6,3,2.6,93,24.2
156203,156203,"26/11/2016","Greater London","bromley","00:31:39","VM75-79","M","0.6214",1899,0.5275,9.478673,"09:00:00"," ICAO"," METAR",1,18911,30,3,3,3,100,31.65
156206,156206,"26/11/2016","Greater London","bromley","00:20:46","VM65-69","M","0.8154",1246,0.3461111,14.44623,"09:00:00"," ICAO"," METAR",1,18911,30,3,3,3,100,20.76667
156225,156225,"26/11/2016","Greater London","bromley","00:24:11","VM65-69","M","0.7002",1451,0.4030556,12.40524,"09:00:00"," ICAO"," METAR",1,18911,30,3,3,3,100,24.18333
156273,156273,"26/11/2016","Greater London","bromley","00:33:39","VM75-79","M","0.5731",2019,0.5608333,8.915305,"09:00:00"," ICAO"," METAR",1,18911,30,3,3,3,100,33.65
156278,156278,"26/11/2016","Greater London","bromley","00:25:05","VM75-79","M","0.7555",1505,0.4180556,11.96013,"09:00:00"," ICAO"," METAR",1,18911,30,3,3,3,100,25.08333
156301,156301,"26/11/2016","Greater London","bromley","00:29:59","VM65-69","M","0.5592",1799,0.4997222,10.00556,"09:00:00"," ICAO"," METAR",1,18911,30,3,3,3,100,29.98333
156367,156367,"03/12/2016","Greater London","bromley","00:50:27","VM75-79","M","0.3898",3027,0.8408333,5.946482,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,50.45
156385,156385,"03/12/2016","Greater London","bromley","00:29:03","VM75-79","M","0.6638",1743,0.4841667,10.32702,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,29.05
156386,156386,"03/12/2016","Greater London","bromley","00:23:20","VM65-69","M","0.7257",1400,0.3888889,12.85714,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,23.33333
156391,156391,"03/12/2016","Greater London","bromley","00:27:28","VM75-79","M","0.6899",1648,0.4577778,10.92233,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,27.46667
156431,156431,"03/12/2016","Greater London","bromley","00:32:51","VM70-74","M","0.5434",1971,0.5475,9.13242,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,32.85
156453,156453,"03/12/2016","Greater London","bromley","00:30:09","VM65-69","M","0.5561",1809,0.5025,9.950249,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,30.15
156489,156489,"03/12/2016","Greater London","bromley","00:28:07","VM65-69","M","0.5963",1687,0.4686111,10.66983,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,28.11667
156541,156541,"03/12/2016","Greater London","bromley","00:25:36","VM65-69","M","0.681",1536,0.4266667,11.71875,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,25.6
156546,156546,"03/12/2016","Greater London","bromley","00:23:14","VM65-69","M","0.7217",1394,0.3872222,12.91248,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,23.23333
156580,156580,"03/12/2016","Greater London","bromley","00:35:02","VM65-69","M","0.4833",2102,0.5838889,8.563273,"09:00:00"," ICAO"," METAR",1,18911,70,4,5,4.2,87.2,35.03333
156601,156601,"10/12/2016","Greater London","bromley","00:26:02","VM65-69","M","0.6504",1562,0.4338889,11.52369,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,26.03333
156604,156604,"10/12/2016","Greater London","bromley","00:22:41","VM65-69","M","0.7392",1361,0.3780556,13.22557,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,22.68333
156634,156634,"10/12/2016","Greater London","bromley","00:37:59","VM75-79","M","0.5178",2279,0.6330556,7.898201,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,37.98333
156643,156643,"10/12/2016","Greater London","bromley","00:32:33","VM70-74","M","0.5484",1953,0.5425,9.21659,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,32.55
156645,156645,"10/12/2016","Greater London","bromley","00:20:36","VM65-69","M","0.822",1236,0.3433333,14.56311,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,20.6
156671,156671,"10/12/2016","Greater London","bromley","00:37:26","VM65-69","M","0.4657",2246,0.6238889,8.014248,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,37.43333
156715,156715,"10/12/2016","Greater London","bromley","00:28:16","VM70-74","M","0.6315",1696,0.4711111,10.61321,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,28.26667
156716,156716,"10/12/2016","Greater London","bromley","00:29:17","VM75-79","M","0.6585",1757,0.4880556,10.24474,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,29.28333
156717,156717,"10/12/2016","Greater London","bromley","00:24:20","VM65-69","M","0.6959",1460,0.4055556,12.32877,"09:00:00"," ICAO"," METAR",1,18911,210,8,11,11,100,24.33333
156809,156809,"17/12/2016","Greater London","bromley","00:43:12","VM70-74","M","0.4132",2592,0.72,6.944444,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,43.2
156888,156888,"17/12/2016","Greater London","bromley","00:25:15","VM65-69","M","0.6706",1515,0.4208333,11.88119,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,25.25
156892,156892,"17/12/2016","Greater London","bromley","00:23:44","VM65-69","M","0.7065",1424,0.3955556,12.64045,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,23.73333
156908,156908,"17/12/2016","Greater London","bromley","00:35:32","VM65-69","M","0.4906",2132,0.5922222,8.442777,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,35.53333
156918,156918,"17/12/2016","Greater London","bromley","00:32:42","VM65-69","M","0.5127",1962,0.545,9.174312,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,32.7
156939,156939,"17/12/2016","Greater London","bromley","00:27:40","VM70-74","M","0.6452",1660,0.4611111,10.84337,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,27.66667
156970,156970,"17/12/2016","Greater London","bromley","00:30:52","VM65-69","M","0.5432",1852,0.5144444,9.719222,"09:00:00"," ICAO"," METAR",1,18911,240,4,7,7,100,30.86667
157071,157071,"24/12/2016","Greater London","bromley","00:42:25","VM75-79","M","0.4637",2545,0.7069444,7.072692,"09:00:00"," ICAO"," METAR",1,18911,230,11,6,4.8,81.7,42.41667
157126,157126,"24/12/2016","Greater London","bromley","00:36:11","VM65-69","M","0.4818",2171,0.6030556,8.29111,"09:00:00"," ICAO"," METAR",1,18911,230,11,6,4.8,81.7,36.18333
157216,157216,"24/12/2016","Greater London","bromley","00:22:06","VM65-69","M","0.7662",1326,0.3683333,13.57466,"09:00:00"," ICAO"," METAR",1,18911,230,11,6,4.8,81.7,22.1
157273,157273,"31/12/2016","Greater London","bromley","00:26:31","VM65-69","M","0.6323",1591,0.4419444,11.31364,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,26.51667
157302,157302,"31/12/2016","Greater London","bromley","00:31:11","VM65-69","M","0.5377",1871,0.5197222,9.620524,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,31.18333
157315,157315,"31/12/2016","Greater London","bromley","00:27:35","VM70-74","M","0.6471",1655,0.4597222,10.87613,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,27.58333
157316,157316,"31/12/2016","Greater London","bromley","00:29:17","VM75-79","M","0.6585",1757,0.4880556,10.24474,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,29.28333
157318,157318,"31/12/2016","Greater London","bromley","00:23:52","VM65-69","M","0.7095",1432,0.3977778,12.56983,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,23.86667
157326,157326,"31/12/2016","Greater London","bromley","00:24:13","VM75-79","M","0.7825",1453,0.4036111,12.38816,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,24.21667
157399,157399,"31/12/2016","Greater London","bromley","00:35:10","VM65-69","M","0.4768",2110,0.5861111,8.530806,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,35.16667
157423,157423,"31/12/2016","Greater London","bromley","00:36:46","VM70-74","M","0.4796",2206,0.6127778,8.159565,"09:00:00"," ICAO"," METAR",1,18911,200,9,5,5,100,36.76667
157585,157585,"07/01/2017","Greater London","bromley","00:24:01","VM65-69","M","0.6981",1441,0.4002778,12.49133,"09:00:00"," ICAO"," METAR",1,18911,290,5,8,8,100,24.01667
157632,157632,"07/01/2017","Greater London","bromley","00:29:04","VM70-74","M","0.6221",1744,0.4844444,10.3211,"09:00:00"," ICAO"," METAR",1,18911,290,5,8,8,100,29.06667
157633,157633,"07/01/2017","Greater London","bromley","00:29:43","VM75-79","M","0.6489",1783,0.4952778,10.09534,"09:00:00"," ICAO"," METAR",1,18911,290,5,8,8,100,29.71667
157634,157634,"07/01/2017","Greater London","bromley","00:23:42","VM65-69","M","0.7145",1422,0.395,12.65823,"09:00:00"," ICAO"," METAR",1,18911,290,5,8,8,100,23.7
157750,157750,"07/01/2017","Greater London","bromley","00:36:57","VM70-74","M","0.4772",2217,0.6158333,8.11908,"09:00:00"," ICAO"," METAR",1,18911,290,5,8,8,100,36.95
157979,157979,"21/01/2017","Greater London","bromley","00:35:17","VM70-74","M","0.4998",2117,0.5880556,8.502598,"09:00:00"," ICAO"," METAR",1,18911,140,5,-1,-2.9,60.4,35.28333
158051,158051,"28/01/2017","Greater London","bromley","00:21:24","VM65-69","M","0.7913",1284,0.3566667,14.01869,"09:00:00"," ICAO"," METAR",1,18911,180,15,7,7,100,21.4
158124,158124,"28/01/2017","Greater London","bromley","00:30:03","VM75-79","M","0.6417",1803,0.5008333,9.983361,"09:00:00"," ICAO"," METAR",1,18911,180,15,7,7,100,30.05
158125,158125,"28/01/2017","Greater London","bromley","00:23:25","VM65-69","M","0.7231",1405,0.3902778,12.81139,"09:00:00"," ICAO"," METAR",1,18911,180,15,7,7,100,23.41667
158203,158203,"28/01/2017","Greater London","bromley","00:33:21","VM65-69","M","0.5027",2001,0.5558333,8.995502,"09:00:00"," ICAO"," METAR",1,18911,180,15,7,7,100,33.35
158226,158226,"28/01/2017","Greater London","bromley","00:36:22","VM70-74","M","0.4849",2182,0.6061111,8.249313,"09:00:00"," ICAO"," METAR",1,18911,180,15,7,7,100,36.36667
158298,158298,"04/02/2017","Greater London","bromley","00:35:27","VM75-79","M","0.5548",2127,0.5908333,8.462623,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,35.45
158304,158304,"04/02/2017","Greater London","bromley","00:26:34","VM65-69","M","0.6311",1594,0.4427778,11.29235,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,26.56667
158326,158326,"04/02/2017","Greater London","bromley","00:23:23","VM65-69","M","0.717",1403,0.3897222,12.82965,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,23.38333
158363,158363,"04/02/2017","Greater London","bromley","00:29:01","VM70-74","M","0.6232",1741,0.4836111,10.33889,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,29.01667
158364,158364,"04/02/2017","Greater London","bromley","00:30:11","VM75-79","M","0.6516",1811,0.5030556,9.93926,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,30.18333
158428,158428,"04/02/2017","Greater London","bromley","00:27:45","VM75-79","M","0.6829",1665,0.4625,10.81081,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,27.75
158447,158447,"04/02/2017","Greater London","bromley","00:30:51","VM65-69","M","0.5435",1851,0.5141667,9.724473,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,30.85
158459,158459,"04/02/2017","Greater London","bromley","00:35:45","VM70-74","M","0.4932",2145,0.5958333,8.391608,"09:00:00"," ICAO"," METAR",1,18911,160,4,5,5,100,35.75
158528,158528,"11/02/2017","Greater London","bromley","00:34:39","VM75-79","M","0.5676",2079,0.5775,8.658009,"09:00:00"," ICAO"," METAR",1,18911,20,8,-1,-1,98.9,34.65
158578,158578,"11/02/2017","Greater London","bromley","00:30:57","VM75-79","M","0.6354",1857,0.5158333,9.693053,"09:00:00"," ICAO"," METAR",1,18911,20,8,-1,-1,98.9,30.95
158579,158579,"11/02/2017","Greater London","bromley","00:25:08","VM65-69","M","0.6737",1508,0.4188889,11.93634,"09:00:00"," ICAO"," METAR",1,18911,20,8,-1,-1,98.9,25.13333
158643,158643,"11/02/2017","Greater London","bromley","00:30:37","VM65-69","M","0.5476",1837,0.5102778,9.798585,"09:00:00"," ICAO"," METAR",1,18911,20,8,-1,-1,98.9,30.61667
158705,158705,"18/02/2017","Greater London","bromley","00:38:12","VM75-79","M","0.5148",2292,0.6366667,7.853403,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,38.2
158719,158719,"18/02/2017","Greater London","bromley","00:33:30","VM75-79","M","0.5871",2010,0.5583333,8.955224,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,33.5
158722,158722,"18/02/2017","Greater London","bromley","00:23:56","VM65-69","M","0.7075",1436,0.3988889,12.53482,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,23.93333
158744,158744,"18/02/2017","Greater London","bromley","00:30:16","VM65-69","M","0.5699",1816,0.5044444,9.911894,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,30.26667
158745,158745,"18/02/2017","Greater London","bromley","00:23:40","VM65-69","M","0.7085",1420,0.3944444,12.67606,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,23.66667
158747,158747,"18/02/2017","Greater London","bromley","00:23:58","VM65-69","M","0.6996",1438,0.3994444,12.51739,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,23.96667
158771,158771,"18/02/2017","Greater London","bromley","00:30:15","VM65-69","M","0.5543",1815,0.5041667,9.917355,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,30.25
158797,158797,"18/02/2017","Greater London","bromley","00:26:27","VM75-79","M","0.7164",1587,0.4408333,11.34216,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,26.45
158849,158849,"18/02/2017","Greater London","bromley","00:27:40","VM75-79","M","0.6849",1660,0.4611111,10.84337,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,27.66667
158868,158868,"18/02/2017","Greater London","bromley","00:30:10","VM65-69","M","0.5558",1810,0.5027778,9.944751,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,30.16667
158886,158886,"18/02/2017","Greater London","bromley","00:34:45","VM70-74","M","0.5074",2085,0.5791667,8.633094,"09:00:00"," ICAO"," METAR",1,18911,200,8,6,6,100,34.75
158941,158941,"25/02/2017","Greater London","bromley","00:37:15","VM75-79","M","0.528",2235,0.6208333,8.053691,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,37.25
158961,158961,"25/02/2017","Greater London","bromley","00:32:45","VM75-79","M","0.6005",1965,0.5458333,9.160305,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,32.75
158964,158964,"25/02/2017","Greater London","bromley","00:21:08","VM65-69","M","0.8013",1268,0.3522222,14.19558,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,21.13333
159004,159004,"25/02/2017","Greater London","bromley","00:28:07","VM65-69","M","0.6023",1687,0.4686111,10.66983,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,28.11667
159020,159020,"25/02/2017","Greater London","bromley","00:30:41","VM65-69","M","0.5464",1841,0.5113889,9.777295,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,30.68333
159034,159034,"25/02/2017","Greater London","bromley","00:27:44","VM70-74","M","0.652",1664,0.4622222,10.81731,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,27.73333
159035,159035,"25/02/2017","Greater London","bromley","00:32:37","VM75-79","M","0.603",1957,0.5436111,9.197752,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,32.61667
159047,159047,"25/02/2017","Greater London","bromley","00:26:19","VM75-79","M","0.7201",1579,0.4386111,11.39962,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,26.31667
159119,159119,"25/02/2017","Greater London","bromley","00:28:46","VM65-69","M","0.5829",1726,0.4794444,10.42874,"09:00:00"," ICAO"," METAR",1,18911,210,14,7,6.1,86.8,28.76667
159204,159204,"04/03/2017","Greater London","bromley","00:38:03","VM75-79","M","0.5169",2283,0.6341667,7.884363,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,38.05
159225,159225,"04/03/2017","Greater London","bromley","00:33:36","VM70-74","M","0.5313",2016,0.56,8.928571,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,33.6
159228,159228,"04/03/2017","Greater London","bromley","00:21:22","VM65-69","M","0.7925",1282,0.3561111,14.04056,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,21.36667
159258,159258,"04/03/2017","Greater London","bromley","00:23:24","VM65-69","M","0.7165",1404,0.39,12.82051,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,23.4
159264,159264,"04/03/2017","Greater London","bromley","00:27:39","VM65-69","M","0.6124",1659,0.4608333,10.84991,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,27.65
159269,159269,"04/03/2017","Greater London","bromley","00:33:18","VM70-74","M","0.536",1998,0.555,9.009009,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,33.3
159287,159287,"04/03/2017","Greater London","bromley","00:28:37","VM65-69","M","0.5859",1717,0.4769444,10.4834,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,28.61667
159308,159308,"04/03/2017","Greater London","bromley","00:29:22","VM75-79","M","0.6697",1762,0.4894444,10.21566,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,29.36667
159309,159309,"04/03/2017","Greater London","bromley","00:24:06","VM65-69","M","0.7026",1446,0.4016667,12.44813,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,24.1
159381,159381,"04/03/2017","Greater London","bromley","00:28:28","VM75-79","M","0.6657",1708,0.4744444,10.53864,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,28.46667
159401,159401,"04/03/2017","Greater London","bromley","00:31:28","VM65-69","M","0.5328",1888,0.5244444,9.533898,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,31.46667
159421,159421,"04/03/2017","Greater London","bromley","00:55:18","VM70-74","M","0.3189",3318,0.9216667,5.424955,"09:00:00"," ICAO"," METAR",1,18911,230,7,7,6.1,86.8,55.3
159493,159493,"11/03/2017","Greater London","bromley","00:32:40","VM75-79","M","0.602",1960,0.5444444,9.183673,"09:00:00"," ICAO"," METAR",1,18911,170,7,8,8,100,32.66667
159530,159530,"11/03/2017","Greater London","bromley","00:31:59","VM70-74","M","0.5581",1919,0.5330556,9.379885,"09:00:00"," ICAO"," METAR",1,18911,170,7,8,8,100,31.98333
159553,159553,"11/03/2017","Greater London","bromley","00:27:32","VM70-74","M","0.6568",1652,0.4588889,10.89588,"09:00:00"," ICAO"," METAR",1,18911,170,7,8,8,100,27.53333
159554,159554,"11/03/2017","Greater London","bromley","00:30:08","VM75-79","M","0.6527",1808,0.5022222,9.955752,"09:00:00"," ICAO"," METAR",1,18911,170,7,8,8,100,30.13333
159621,159621,"11/03/2017","Greater London","bromley","00:30:59","VM65-69","M","0.5412",1859,0.5163889,9.682625,"09:00:00"," ICAO"," METAR",1,18911,170,7,8,8,100,30.98333
159719,159719,"18/03/2017","Greater London","bromley","00:33:05","VM75-79","M","0.5945",1985,0.5513889,9.06801,"09:00:00"," ICAO"," METAR",1,18911,260,12,11,10.5,93.7,33.08333
159760,159760,"18/03/2017","Greater London","bromley","00:31:29","VM70-74","M","0.567",1889,0.5247222,9.528851,"09:00:00"," ICAO"," METAR",1,18911,260,12,11,10.5,93.7,31.48333
159792,159792,"18/03/2017","Greater London","bromley","00:31:26","VM75-79","M","0.6257",1886,0.5238889,9.544008,"09:00:00"," ICAO"," METAR",1,18911,260,12,11,10.5,93.7,31.43333
159854,159854,"18/03/2017","Greater London","bromley","00:27:21","VM75-79","M","0.6929",1641,0.4558333,10.96892,"09:00:00"," ICAO"," METAR",1,18911,260,12,11,10.5,93.7,27.35
159877,159877,"18/03/2017","Greater London","bromley","00:30:00","VM65-69","M","0.5589",1800,0.5,10,"09:00:00"," ICAO"," METAR",1,18911,260,12,11,10.5,93.7,30
159908,159908,"18/03/2017","Greater London","bromley","00:36:22","VM70-74","M","0.4849",2182,0.6061111,8.249313,"09:00:00"," ICAO"," METAR",1,18911,260,12,11,10.5,93.7,36.36667
159979,159979,"25/03/2017","Greater London","bromley","00:38:46","VM75-79","M","0.5073",2326,0.6461111,7.738607,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,38.76667
160024,160024,"25/03/2017","Greater London","bromley","00:28:31","VM65-69","M","0.6049",1711,0.4752778,10.52016,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,28.51667
160025,160025,"25/03/2017","Greater London","bromley","00:22:21","VM65-69","M","0.7502",1341,0.3725,13.42282,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,22.35
160058,160058,"25/03/2017","Greater London","bromley","00:46:26","VM75-79","M","0.4235",2786,0.7738889,6.460876,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,46.43333
160065,160065,"25/03/2017","Greater London","bromley","00:29:38","VM65-69","M","0.5658",1778,0.4938889,10.12373,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,29.63333
160093,160093,"25/03/2017","Greater London","bromley","00:30:06","VM70-74","M","0.6008",1806,0.5016667,9.966777,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,30.1
160094,160094,"25/03/2017","Greater London","bromley","00:31:04","VM75-79","M","0.633",1864,0.5177778,9.656652,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,31.06667
160095,160095,"25/03/2017","Greater London","bromley","00:23:39","VM65-69","M","0.716",1419,0.3941667,12.68499,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,23.65
160102,160102,"25/03/2017","Greater London","bromley","00:24:18","VM75-79","M","0.7798",1458,0.405,12.34568,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,24.3
160143,160143,"25/03/2017","Greater London","bromley","00:22:58","VM65-69","M","0.73",1378,0.3827778,13.06241,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,22.96667
160162,160162,"25/03/2017","Greater London","bromley","00:32:23","VM75-79","M","0.5852",1943,0.5397222,9.264025,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,32.38333
160180,160180,"25/03/2017","Greater London","bromley","00:29:45","VM65-69","M","0.5636",1785,0.4958333,10.08403,"09:00:00"," ICAO"," METAR",1,18911,50,13,8,7.1,87.3,29.75
